tweet,sentiment
just DMd,negative
See information on our boarding process KP I get group amp Just no reason on,negative
FINALLY leaving home from NC Will lodge respectful complaints Mechanical issue after cleared for runway hourwait nocrew,negative
two service agents hung up on me the third was able to get me a flight on US air today Three calls and hours to get a flight,negative
Did you discontinue nonstop service from SJC to BOS Cant find or anywhere,negative
I think you should board from the back of the plane whatstheholdup CHItoCLE,negative
two rows,neutral
minutes waiting at the gate for the broken jetway Different gate maybe,negative
CustomerService fail long time flyer switching airlines frustrated,negative
Yes my flight was rebooked Im just losing trust in you if I want to get anywhere on time,negative
Was told you could only refund me the cost of my original return flight note flight you had booked for me was more expensive,negative
how can I book reward travel in August Everything is blacked out,negative
have you inspected the picture routine aircraft check while on his cell phone What will the FAA amp NYT say,negative
It looks like form the photo that something burst out of your luggage Is this correct JH always blame the customer,negative
please help on hold forever to check in for flight,negative
k member broken seat back broken tv broken light lost bag gee thnx UA awesome job,negative
San Diego to Chicago Leaving at am tomorrow,neutral
Reebooked for tomorrow in AA LVDFW at am arriving pm still open this flight,neutral
your team member at DCA Tamara R is her name was awesome You should have more employees like her,positive
first you had a good idea thatthis would happen and did not Cancelled Flight it earlier then very amateurish that there was no plan,negative
Instead of fair treatment I got a nasty letter from a lady in senior management that illness forfeits miles like death,negative
very disappointed I wasnt allowed to change seats after checking in early online for a flight tomorrow morning,negative
is unfriendly screw family that hates kids and moms now waiting on UA pray its better FYVRFN due to agent error and tickt,negative
They dont stand alone for me I bought tix based on USAir confirmed flight What good is confirmation if you change it anyway,negative
does she need to complain on Twitter for the refund or is it autoapplied,neutral
too long to wait for bags when they could have been on the next flight out The party of could have waited in Albany,negative
I dont know what DM the confirmation number means,neutral
my inlaws flight Cancelled Flighted tonight U auto rebooked flight on Tuesday that doesnt work Can you help reFlight Booking Problems them,negative
sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection,negative
preciate it but cant get off plane to speak w agent wont come on plane knoxville,negative
next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air,negative
There is an error w my preferred status amp Im not able to reach an agent via phone Travel Friday Need resolved contact info,negative
thanks I will use the extra time to do some more shopping Did somebody say duty free,positive
My mom left her Kindle on flight today Burgundy case with a light Seat D Did anyone find it,neutral
is so cheap they couldnt afford to run the AC on UA They took pressure cooker to a new level Cheap WorstAirline,negative
thanks so much very relaxing flight,positive
thx social media person,positive
really needs to start upgrading their planes No TVs amp then the inflight wifi is currently unavailable UnitedAirlines,negative
when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning Need to rearrange hotel reservations etc ASAP,negative
When do you all expect to open the reservation through November,neutral
thanks Just got on a couple of minutes ago Great service on flight btw Please pass it to the team on that flight,positive
just filled it out Hope someone responds before we book our next trip,negative
Im pulling my hair out trying to book a flight with u Your site doesnt work on iPhone or iPaddont have a computer help,negative
Thats great Thank you,positive
deserves to go bankrupt Just delayed an outbound flight with no info on the connecting flight that were going to miss,negative
cust svc means nothing So disappointed Trying since a to speak to a human I get bad weather not bad service socialtantrum,negative
trying to book a flight with you guys and your website wont let me about to lose my business,negative
eticket refund request case id,negative
no wonder you are the lowest rated airline in america shameful USAirways,negative
So who do I need to talk to to ensure the statement is sent to my bank so I can get the credit for the charges,negative
I hope so because I fly very often and would hate to change airlines,neutral
would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me,negative
Xx RT Our fleets on fleek,neutral
I fly back to Omaha for my grandmothers funeral you Cancelled Flight my return flight and dont bother to notify me Thanks a lot,negative
done just now thanks,positive
is the worst minute delay in Boston Not weather reLate Flightd Going to miss our connecting flight Gassing up the plane issue,negative
My flight finally arrived in Charlotte They booked my luggage thru to lga but no room on flight for me What a mess,negative
failure in UnitedAirlines,negative
Do your TrueBlue pages not work on Chrome or Safari I keep getting blank pages when I lick on the TrueBlue tab on your site,negative
why is t that every time I fly jfk even more speed doesnt work waiting for min nogood,negative
thanks we filled it out Hows our luck with this Is it common,positive
why have me board a plane knowing there is a maint issue US,negative
Looks like brooding skies out of ONT this evening,neutral
the plane is moving and its no ice We are moving to the end of the runway to sit because LGA has one runway open,negative
is pri boarding for Active Military or only In Uniform cant travel in uniform for OPSEC reason even on official travel,neutral
But I dont see AA,neutral
thank you for leaving my bag in houston despite what your system says i was definitely on the flight,negative
Why did you put my luggage on the plane after mine Then not deliver it to me like you said Now show the claim as closed online,negative
why dont you have driver service to get employees to work in bad weather like hospitals etc badmgmt AmericanAirlines,negative
or how about next time my bag is underweight you guys credit me Or how about I take my business to an airline that cares,negative
No one wants to commit to saying if this plane is getting Cancelled Flighted or not Customer relations is closed Patience gone,negative
Thanks to AA for the upgrade today and getting me on a new flight after my first one was Cancelled Flightled,positive
although you have no control of the weather you came through with a great customer service,positive
thx for update,positive
Im not patient Im annoyed If you cant book this travel online then you shouldnt make people wait on the phone,negative
Think about itboarding to a chill untz untz untzlike this,neutral
not patient originally and now,negative
Im sorry as well Its been hrs without my bag and I cant get a straight answers Im on call for today,negative
Inexcusable behavior by gate agent Sorry isnt enough Flight CLTBNA,negative
look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight,negative
keeps asking me to enter a valid email address My info is saved and has worked hundreds of times before,negative
Im on flight from DIA to Ontario tomorrow morning no access to the airport via taxi or shuttle What should I do,neutral
wont answer their phones HorribleService NeverAgain frustrated AnswerThePhone,negative
Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future Can u help,negative
conf number FMJTYL delayed any chance of getting an earlier flight fll to phx,neutral
bos to msp msp to aus aus to bos Site doesnt seem to display fields for the middle trip when I add the rd,negative
why would they make me share a room,negative
Your customer service for Mileage Plus customers is a disgrace I just spent min on the phone to reset a pin number with no luck,negative
I havent booked yet Im asking before I book,neutral
at fort launder dale and the gate agent cant switch flights to an earlier flight but we can on our phoneridiculous,negative
MDWSAN Like most flights if Im watching free TV it works but wont hardly access any websites including your own,negative
My credit card was charged on the transaction when I was told it would not be If the charge goes through I will be contacting you,negative
flight worst experience weve ever had on a flight Regretting opening their air miles card hotterandlongerthanhell,negative
the first place but I really didnt need the extra stress at this already terrible time Oh by the way I made the flight with,negative
How does flight look Im hearing about Cancelled Flightled departures from and Im about to head into it,neutral
but its not their fault because their policy says they at least got us to our destination Really,neutral
as a million miler with UA and flying almost every week I observe gate and flight crews committed to good operations,positive
We just landed in Vegas but not allowed to leave the plane just yet Thanks for making me miss my flight at pm fustrated,negative
thanks to my trip is all screwed up Ive had to move meetings and a dinner and im STILL not out of nyc yet,negative
Thank you so much for stepping up your game and making my day after night of elevator music Much appreciated,positive
is utterly unreliable They didnt schedule a pilot for their US flight out of Seattle flights are delayed usairwaysfail,negative
are you able to see if there are seats open on another flight,neutral
no because you will charge me or delay me further United still waiting,negative
k and had problem getting out of FLL to IAH sent DM to you about making my connection please let me know,negative
I still cant get through to change my flight This is really important plz help,negative
I am a comedian and I promise I will make fun of you on stage tonight,negative
Cancelled Flightled two flights from Miami to Nashville yesterday and could not get me on a flight for days Southwestairwasthere,negative
understand you can only do so much but often it seems like a quick request to the desk is all it takes no questions asked,negative
I changed my flight through St Louis Thanks for the reply though,positive
what is happening with the flight from FLL to SFO Why the delay and the reroute,negative
Cancelled Flightled my flight for some unknown reason and havent really given me anything to make my overnight layover tolerable,negative
yes and I would like a refund,neutral
waiting for bags now over min in Phl bag claim,negative
great job communicating to the passengers Flight doesnt exist anymore,negative
thank you Appreciate the response,positive
to my surprise BA doesnt have me registered in the system I was getting hopeful Lets step it up Okay,negative
I will not be flying you again,negative
I just hope that pilot had a good day off,neutral
I unfortunately didnt get her name she was not nice,negative
I had booked online but unable to Cancelled Flight online But finally got thru,neutral
theres an hour wait here for reFlight Booking Problems in line at Omaha,negative
I have a child traveling cross countryshes will be turning in marchand cont,neutral
lots of reports of system failures delaying flights over the last week Currently sitting on the tarmac at OGG for over an hour,negative
that I missed my flight I had to book this flight extremely last minute due to a family death theres no excuse for attitude in,negative
now let there also pls be inflight live TV on UA DENEWR so I can watch the Oscars,negative
U said mins to Take Off and now we were told hr more delay amp possible Cancelled Flightlation How do U plan to rectify this Frustrated,negative
and on some versions of the row has no window at all Go ahead check Well wait,negative
I now learned that customer service at SXM works for the airport not JetBlue They need a supervisor to do anything,negative
you guys held our flight Thank you About to take off from MDW now to Oakland Thanks,positive
leisure Military personnel for safety reason R highly recommended to not travel in uniform,neutral
think flight from BNA to LAX will get off the ground tomorrow please snowbama,neutral
again HORRIBLE service again attitude when asked for information again you make me not want to fly UNITED ever platinummember,negative
Also your phone customer service is almost useless,negative
well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,negative
Im going to write a post on about the experience Your customer service has tanked JetBlue,negative
DREAM,neutral
done thank you,positive
would love help getting there today In EWR now Will take any airline and connections Thx,positive
I dont know Ive tried to call for confirmation but calls arent going thru Can you let me know,negative
no such thing as a free flight Gonna be spending on board rental bc swa couldnt get my baggage to greenville w me,negative
wind chill in Ithica degrees and for the trouble of losing my clothes they give me a tshirt Ill burn it for warmth united,negative
so how do we get me a person,neutral
the only time I tweet is to tell you how horrible youre attendants are Flight to LGA I feel in jail,negative
Yes Doesnt make that mistake any less absurd Doesnt change the fact that Im very inconveniently missing my luggage tonight,negative
really know how to leave someone stranded after a funeral Props to you guys Really making this the perfect Monday,negative
are flights from Columbus Ohio to Dallas Texas Cancelled Flighted,neutral
Gotcha thanks for the update Im ready to go whenever you are Enjoy your evening,positive
jumped the gun a little Cancelled Flighting our flights No other airline is Cancelled Flighting out of Louisville Youre ruining my vacation,negative
ltltltltlt shoddy customer service Of no use whatsoever unitedairline,negative
and here i thought American was bad Horrible Service Over min Late Flight No excuse,negative
why do you bother surveying me,negative
your phone lines suck I have a dilemma,negative
Oh they seem to have reappeared now lol,neutral
LUVed the SJC gate agent this am who boarded flight to DAL Didnt get his name He represents your brand so well,positive
Airways Corporation Registers High Short Interest Wall Street Pulse,neutral
airlines On flight UA Need to make UA Can u hold the plane for us,neutral
whats going on with passengers diverted to CLT on FLL to PHL flight that left at tonight,neutral
why wont u deliver my luggage Almost two days and holding on the phone for over hrs Help,negative
flight booked Heading out to California with the team for on March Cant wait ExpoWest,positive
UA is a coshared flight w ANA Unable to check in hrs prior,negative
HELP U said ud chnge our retrn flght since we missed our connection Sat amp now ur not pickng up the phoneOnly hve hrs left,negative
dont know if you are aware that ALL of your premier access lines are closed in your terminal I feel the love,negative
I hope so The plane does appear to be leaving a nearby terminal for our gate,neutral
Im enjoying my flights so far Youre doing a great job Todays been tough so thanks for making my flights comfortable,positive
they had to turn the seat cushions over and clean the area Please explain this issue,negative
flight delayed at JFK hours then hours then hours Now its back to hours with no explanation or apology,negative
have been waiting days for my military bags from an airport hours away from me Horrible,negative
same here On hold for an hour amp then told has done all it is willing to which was apologize stillnotonmyflight,negative
you just Cancelled Flightled my flight home so you better get me a private jet or something I need to get home now,negative
heard you are saving k a year on fuel not carrying around those skymalls ripskymall,neutral
I need to rebook and I cannot get an agent Can you help,negative
Hey whats happening with AA Zurich JFK Appears to have squawked and landed at London Heathrow,negative
Im a chairman who was in st class on both my flights today System Cancelled Flightled my tickets and kicked me out of st,negative
thanks We are ticketed on stand by for flight I hope we make it out Fingers crossed,positive
no claim number Havent been back to iAd baggage since Is there a phone I can call to speak to someone,negative
give her the recognition she deserves,positive
its funny how none of ur tweets back are helpful what I want is to read ya well change that so our customers get better service,negative
hey Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,negative
back in line at terminal because phone guy couldnt help One person in front of me min wait again,negative
thank you Love united Have flights today,positive
Lost black wallet at DallasAirportI was on flight to CLEWould appreciate ur help Last I used it at on A,neutral
Unhappy with hour delayed flight Missed dinner,negative
Thats not the issue The fact that no one even called despite promises to confirm the bags location is,negative
OK cool I need to listen to some Dre and Snoop en route to LA That would have been a shame,neutral
what gives Delayed over hours at MCO to JFK Every time,negative
just wow Regina just told me I cant file or request a lost bag statement until I finish my travel So until I get to DC argg,negative
toss this ticketits great PR and Im sure every college student following me will be willing to rock out wit too,positive
Im not a frequent flyer with US airways Im qantas Can I still get notifications Thank you,neutral
were stuck on a plane in Dallas thats supposed to be going to Okc Theres an issue w the plane Any idea on how much longer,negative
HELLO Is anyone behind your twitter account badcustomerservice,negative
we are mins from departure of and no announced update nor an update to on time status Everyone just standing comeon,negative
I think problem resolution should be decided on your end Especially if youd like me to continue flying your airline,negative
how about changing RNO DEN nonstop In May from am to Late Flight morning or early afternoon,neutral
aaaand hours Late Flightr wont be catching a flight til AMstuck in at airport in a snowstorm with no hotelhows that for patience,negative
here we go again of segments SFONew York RT were delayed OVER hrs each Why do you suck so BADMaybe another line of bus,negative
flight pilot spilled his tea on the radio Yay for delays Almost an hour now,negative
Can you help me with a refund the phone guy couldnt help The website wont let me submit a reply,negative
very disappointed by the service starting from gate operator at BOS who was rude in stopping a carryon bag,negative
My wife sick yroldtwins and I have been waiting in line now for hrs to see an agent Phone agent said nothing til Tuesday,negative
I forgot my password and I dont know if my username is correct and i want to use my miles what i have to do,neutral
Are there really no flights from the Bay Area to Chicago anymore Lame So lame,negative
So much for Status EP and million miles Revenue First class ticket and Im sitting in Coach thanks your rude CS staff,negative
Where the heck are the bags for Chicago It has been an hour,negative
great decision making skills flight ops IAH bag makes a minute connection and I dont flight pushed early Disappointed,negative
is the best airline hands down Amazing customer service bags free and affordable flights happycamper,positive
seriously I do not want to wait hours for a flight when I have to prepare for a family funeral,negative
Dont ask me to be patient without offering something in return,negative
why cant you supp the biz traveler like and have customer service like neverflyvirginforbusiness,negative
Do your flight schedules to from Quintana Roo Mexico reflect their newly adopted time zone change to EST,neutral
You have to follow me back so that I can DM,neutral
minutes in baggage claim and no sign of luggage from our flight UsAirways your incompetence is overwhelming,negative
redirect my flight without telling me service is abysmal,negative
needs an entire customer service overhaul would never treat its customers with anything less that A service,negative
Can You Help ourprincess in need of some help in USA,neutral
thats the st sorry I received from your company The least you could do is fly us home early at no extra charge,negative
Thank you for opening the conversation I hope you can make it right,neutral
why would I want to when the last time I did you screwed me out of my early boarding that I PAID FOR,negative
is Americas largest airline by passengers carried Wonder if this is bc they have a Customer Service Bible ANAmarketers,neutral
Allright Last question the power outlets on my flight are available in the premium cabin Does that include economy plus cabin,neutral
CDGLAS hours And my luggage is in SFO Ive been wearing the same clothes for hours Thank you flythefriendlyskies,negative
I saw online you had fee but I was wondering if there was a way to pay for it ahead of time instead of at the kiosk,neutral
After days I finally got the automated service to call me back but it hung on me This is beyond ridicules help,negative
whats a good number to call to speak with someone about how you can fix what you did to people and their luggage on Saturday,negative
what a long day of delays Please get us to Dallas tonight Fingers crossed winterstorm whichisworsedenordfw,negative
I responded Your info different than your customer service line,negative
she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr,negative
we still need help Hung up on twice Customer service rep said there is no way to help between the gate rep and phone rep,negative
IEP,neutral
I Cancelled Flightled my ticket and is taking two months to refund and still waiting,negative
Fyi your staff are telling customers to try other carriers,negative
really hoping to get some help here On my th attempt to get a resolution and lost count of transfers help please mileageplus,negative
can u get me on flt instead of rt now,neutral
s new CEO seeks the right balance to please passengers and Wall Weyburn Review,neutral
Total BS I offered to pay for a full First Class airfare Told Sold out seats and they gave the seats to others crap,negative
Thank yall for being an amazing airline who knows how to treat their customers you guys rock,positive
once again you guys didnt let me down a four hour delay to Honolulu from Houston thanks for the train wreck of issues now coming,negative
Kudos to the crew of Flt today Specially to Carlton Loved your new Keep up the good work AA,positive
its ok I was supposed to be in California hrs ago,negative
Been stuck for minutes due to lavatory issues No beverages No snacks No customer service Flt to PHO fail refund,negative
come back to PHL already We need you to take us out of this horrible cold pleasecomeback,positive
The helpcomplaint forms on the website can be used only if the matter applies to an actual ticketed flight,neutral
Alright Someone has to stop this RT Our fleets on fleek,neutral
started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me,negative
ive now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to,negative
after being assured by the pleasant woman at gate B in Albany NY that lifes not perfect Id heard enough,negative
How do I place it on hold and complete payment I dont see any way to do that from my reservations page,negative
I was trying to find airfare for my family Your prices are ridiculous Almost more than notmadeofmoney,negative
still cant get through and travel in days ridiculous donthavehighhopes,negative
flying flight tonight at from PBI I have boarding position C Is flight overbooked Have funeral to attend,neutral
final count hours minutes on hold to be told I need to log in to US Airways website and there was nothing else to be done,negative
any news on flight pbiboston delay Can we wait to arrive at airport based on reported and hour delay,negative
weve been at the gate a long time Were gonna miss our connection at MDW Ack,negative
Ive been doing this all night Can someone please help I need my flt fixed Please,negative
Why Our fleets on fleek,positive
finally rectified my flight situation Thanks again,positive
oh I see what you did there Thanks for supporting PadresST,positive
yes they do,neutral
JH thanks so much for reaching out I was able to get assistance after waiting for minutes,negative
Im sorry for straying and going with Ive learned my lesson These attendants need some SW happiness,negative
thx for losing my bag How hard is it to care for a bag w PRIORITY on itwhy do u cont to not care for EPs,negative
Can I put sun in my carry on RT Right now would be a heat wave so enjoy the warmth Can you bring some home JJ,neutral
working over time tonight Got delayed days In SJU Could be worse,negative
Ive been on hold almost an hour I LUV yall but ImJustSaying,negative
hello Im overseas amp my bag is lost I cant call customer service but can you help me,negative
What a really GREAT amp FLATTERING story about you You should be very proud via,positive
just did thank you,neutral
if business class if full but st class empty do you guys upgrade EXP members to st,neutral
no Not boarding order Someone boarded with Service Animal which a member of my party was allergic to and because the flight was,negative
will never travel with you again This is insanity storms are inevitable but making us hold to just add a lap child badservice,negative
lmfao i love it,positive
who would like to watch the video of how loyal customers are really treated while asking for an explanation for our hour delay,negative
bad weather happens but lack of preparation is inexcusable Depending on good weather is not a good business model,negative
Except now there is no wait time the phone system just hangs up on you So continuing to hold wont help,negative
confused at the definition of a preferred seat I paid extra for one and got a regular seat with no legroom Unimpressed,negative
I love the Admiral Clubs Thanks hey can you follow me,positive
how can you never got a flight from austin to Houston in time for a connection ever Ever,negative
we have just landed thank you anyway Btw flight staff on flight were wonderful despite their full day and heavy load,positive
for that uncertainty I know u run an account u dont create policy But its an undue penalty for a job reqing flexibility,negative
Slightly better Crew spent a long time searching for better altitude Would have helped to let pax in on why all the sharp drops,negative
Im elevategold for a good reason you rock,positive
Thanks you guys are the best,positive
has been such a disappointment today Simply put Rather unpleased with things currently Flight delayed cant wait to just get home,negative
new flight has me at the window Kind of ticked off I pick aisle seats only because I hate window seats annoyed EpicFail,negative
there is no good word for describing how angry and pissed off of a customer you have made me,negative
been on hold for an hour I need to rebook my flight that was Cancelled Flighted help,negative
thanks for the generic computer generated response How about you accommodate your travelers instead of just saying sorry,negative
if I apply for ur credit card do you automatically get the companion certificate or do I have to wait for it,neutral
can you not get the first flight of the day off the ground on time Lets go,negative
are the miles going to be restructured Help a silver status brotha out I thought I was winning with you guys until today lol,negative
just passed the hour mark onholdwith you for THIS call Gave up after this morning,negative
more of the insane treatment by your customers,negative
wouldnt mind paying for the snacks but no for tix Great job guys,positive
I lost my basket ballbag on your plane,negative
Finally got ahold of an Agent after another hour Thanks for the follow up Recommend a call back feature,negative
please follow me so I can DM you about something,neutral
is the trueblue site broken at the moment,neutral
UA needs deicing Stat Weve waited our turn,neutral
Are flights going into Dallas this morning Thanks,neutral
is there wifi on he plain,neutral
Thats right Game set match,neutral
what is the status of the bag check area at FFL,neutral
stranded in Philly Starving and cant get a meal voucher even though your plane had mechanical issue next flight in hrs,negative
we have been advised to turn this issue over to the police due to the sexual assult THANK YOU FOR ALLOWING THAT ON YOUR PLANE,negative
Called JB timesEverytime Auto Vmsgyour wait time should not be longer than mins waited longer than mins and no answer,negative
Ive been on hold for one hour and four minutes for your reservations line How can you possibly do business this way,negative
Done and done Best airline around hands down,positive
not yet I complained about the guy who checked my luggage in as he was throwing the bags around Unfortunate coincidence I hope,negative
had to let us off the plane bc the toilets done even work There goes my family vacay to playa del Carmen Mexico neveragain,negative
to Denver which we are supposed to be boarding right now but has yet to land,negative
keep me updated Let me know that the bags make the flight to jburg,neutral
thanks Now my carry on that you guys insisted be checked at the gate is missing Wont be here till Late Flight tomorrow morning,negative
we made it safe and sound Thank you for the safe travels,positive
Rhonda C at Atlanta airport redeemed you guys She got us straightened out,positive
you delay all my flights Then you redirect my gate Then you tell me had we stuck with the original gate we would have,negative
When are you going to be flying in and out of Nashville The Deicer is in Are you short on planes and is it tomorrow morning,neutral
wheres my damn bag,negative
Cancelled Flighted our flight didnt rebook us on added flight now have to drive from a Denver to KCthanks,neutral
has the WORST customer service of any airline Ive ever flown,negative
you really do have a culture problem Everyone I tried to work with blamed someone else or told me how theyre short staffed,negative
Flights Cancelled Flightled Website says to call phone numberPhone says to check online How am I supposed to get some help,negative
thanks Calling right now,positive
Only wish your ground operation was as expedient as your Twitter response team Delay just got extended,negative
the CSS on your site is a right now please fix Site unusable,negative
Headphone jack not working on my flight,negative
thanks She submitted a damaged bag complaint onlineis there anything else we can do goodcustomerservice,negative
jetblue sofly wish firststari seetonight,neutral
Unfortunately had a bad experience flying with you on Saturday Inpolite crew bad delays,negative
Stuck on the plane in Charlotte Going to miss my connection No words from staff Maybe some damn pretzels,negative
why deice before taxing Maybe it makestoomuchsense shouldhaveflowndelta unitedsucks,neutral
you suck hour delay,negative
I need your help but no one will pick up the phone,negative
Hi My flight from CUNEWR shows a departure of pm on my United app Can you confirm Doesnt look correct Thanks,neutral
Thank You for your empathy there is more to this story than just the luggage but thank you for reaching out,positive
thanks for moving my dad on to my my moms flight You helped make his birthday start with FriendlyFriday Awesomeness paws up,positive
is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom I was shocked listening,negative
I need to Cancelled Flight one leg of a flight but cant seem to do this online Been on hold on the phone for minutes Any help,negative
LTALJX from DCA to OMA this morning All of the staff that helped me fix my problem were so helpful goodthingscome thanks,positive
can anyone help me upgrade to buisness select Cant seem to get hail of the right area at all I know you guys are good,positive
There are only hours to Cancelled Flight or change itineraries booked online and that hours is just about over Impossible scenario,negative
I DMd my confirmation code Thanks again for your help Mommy daddy and kids appreciate it,positive
thanks for having ground crews that are surprised when flights arrive beingsuckontarmacsucks,negative
she cut people off minutes before flight time to check in bags for a flight that was delayed hours I waited more hrs,negative
I hope this isnt a real life scene out of the movie Flight,negative
what robot is running this account The same one that doesnt remember anything they ask Same conversation over and over,negative
any ways to get through the minute wait to book a flight,negative
s free wifi on board is the best thing thats happened since sliced bread,positive
no you should do something about everything happened yesterday,negative
Hey why automated call me and then hang up at am And why cant I reschedule Cancelled Flighted flights via web Come on,negative
the Premier desk was able to rebook me with our friends at Only problem is now I have to pay for a checked bag,negative
still on the ground gtmins after planned departure And this is California No weather here Originally told min delay,negative
empathizes w my disappointment that stClass flight wnonworking entertainmnt is worth UnFriendlySkies,negative
attended to and corrected my complaints via Twitter Whoa This is the brave new world we live in Thank you American Air,positive
this may be the last time I fly your airline,negative
Yes it says my reservation cannot be retrieved at this time Also I never got an email from AA saying my flight was Cancelled Flightled,negative
Whats your phone number Customer service question,neutral
you should really explain customer service to your gate agent for at C Couldnt be bothered,negative
you guys just rip me off if I could Cancelled Flight every flight I had booked for my employees I would Buyer beware,negative
Your onboard wifi is so bad its taking me minutes to send this tweet Working is off the table disappointed,negative
I had a SJC to JFK departing pm tonight I have to now change my whole schedule Can we get a sort of refund for this,negative
and it still says its on time on your website btw,negative
If I know I left something on my last flight as I literally had to run to make my connection how can I retrieve it please,neutral
Im trying to check into my AM CT flight tmm on the desktop website and its not working some sort of caching bug SOS,negative
No live person to speak with all day at Dividend Miles after they wrongfully took over miles out of my account,negative
I am appalled at your lack of communication during our awful journey on EWR to BOS hr delays need to be explained better,negative
Thanks It is good to air on the side of caution,neutral
found out my flight tomorrow was Cancelled Flightled amp got in the queue for a callback hours agostill nothing Can I get rebooked,negative
and learn how to book flights,neutral
it wasnt really about the delay It was more about being told the engine needed to be troubleshot Makes a person paranoid,negative
thank you for not even coming with a solution Great service I might sayas a TrueBlue member I am totally dissatisfiedthanks,negative
stated before Im not getting any help there Tk over hrs yest to spk to a live person then told to chk the site,negative
Ive been on hold for about and a half hours now Thanks for Cancelled Flighting my flight and not notifying me,negative
Airport snow removal method Keep up the good work folks this is where Cessnas become s,positive
mins,neutral
flying by myself is getting old,neutral
okay thanks for your help JT I appreciate your time,positive
Love SW forever,positive
how does your pre boarding process work Basically anyone who doesnt want to wait their turn can get a slip,negative
youre right Good you caught the mechanical failure Too bad there are no blankets But ok,negative
DM sent Thanks,positive
DM sent Thank you,positive
broke my suitcase amp refuses to give me a repair estimate,negative
Hey I hve Cancelled Flightled flght amp on hold for min nw rebook Website not working Can u give me some insight if I DM conf,negative
booked flight in sept to get best price for April to usa checked now and they are cheaper what a con unhappy customer ripoff,negative
next day,neutral
was phenomenal frm gate SEA to gate IAD,positive
it was supposed to be a carry on and in Pittsburgh coming to Boston it was a carry on,negative
whats the status of flight XNA to DFW Im getting different reports,negative
I need help In air on to CLT from PHL Conf DMQF Need confirmed on to BNA at Been bumped all day need home,negative
not given option for new flight Why cant we get a plane PHLMIA years as an eventprof this is worst travel experience ever,negative
alright done alternatively if youd like to charter a private jet for me to PITT i will gladly accept,positive
why is there only one checkpoint open at JFK terminal Ridiculous,negative
what is the status of flight tomorrow,neutral
contact me or do something to alleviate this terrible terrible service But no your year old social media guru,negative
Any way that we could look at other options for today,neutral
Then en route to the airport the rebooked ticket was refunded,positive
worst air line ever you have no compassion of the handicapped,negative
get me home Flight from buf to Bos is missing a captain Really,negative
I left my iPad on my flight from ERW to DEN I opened claim It has so many memories on it Plz help get it back,negative
finally,positive
thank you They are processing my refund,positive
Im pregnant with twins and youre going to abandon me overnight in an airport No hotel When its your fault,negative
im trying to get my dads wheelchair and no one is answering at Dulleswe have tried to call back onmultiple times,negative
you always surprise me with the awfulness of your airline You guys suck worst,negative
I would prefer a similar picture but full of E tails but great shot,positive
whats the link for FlyFi,neutral
after boarding flight the captain informs that he could exceed the hrs regulation and turned the plane around Incredible,negative
You rerouted my bfs flight and hes diabetic with little insulin even though we tried to change it the agent wouldnt do it,negative
no my concerns were not addressed,negative
my birthday is February th which is the date of the imagine dragons in flight concert btw,neutral
now we have to wait and wait to get it straight I fly you for personal and business But now not so sure BeBetter,negative
how do you get one,neutral
Can you link the article where it says the routes and what times the routes are likely to be Like TULDAL PM None,neutral
haha and you have to clean a plane that was held overnight in a hangar Sounds lovely Also dont lie on screensand say its weather,negative
you really should be more proactive with passengers when you know the entertainment system isnt working At least let me get a mag,negative
trying to change flight via DFW tomorrow cant get thru on phone long wait then cut off x can you help please,negative
Thanks for your great customer service today amp for helping me get all my travel sorted out,positive
called your service line and was hung up on This is awesome sarcasm,negative
exactly why is my flight delayed BDL to DCA Cant seem to get an answer,negative
here for you as in yeah well tweet platitudes at you so youll think our Twitter bot cares Or,negative
Or u cud answer my here is plenty Inflight stealing going on right now amp FA wont have the uncomfortable convo w pass,negative
I need to complain to AA but the email form field doesnt allow enough characters for my complaint Have a real email address,negative
She told us we had to drive back to drop it off so they could attempt to fix it Really Dont have time to do that terrible,negative
poor storm customer service hr takeoff delay waiting for the snack cart rude steward no names and I love you guys TrueBlue,negative
I saw it finally come through on the mobile app However its for tomorrow and I have meetings tonight that Im trying to make,neutral
waited mins for baggage MDWgtMEM and the inflight service was suspended so no drink,negative
Sean if you look at the AA schedule it sometimes gives you a clue if newairplanes are used They are gr,neutral
ltltltltltlt do not reply to emails,negative
needs to hire more people,negative
come scoop,neutral
so am I going to be homeless or do I have a place to stay tonight Can you respond to me here so I can go back to sleep,negative
SOS WHERE IS MY BAG,negative
see James we only have dedicated inbound phone lines because telephones eat into our billions in profits,negative
I guess from now on I should take my chances amp keep the for the courtesy free because it seems cabin is always full,negative
just had a horrible experience with check in agent at fort myers Ill document and send details off to Boston,negative
